STATE,ORIG_LABEL,MAP_SYM1,MAP_SYM2,UNIT_LINK,PROV_NO,PROVINCE,UNIT_NAME,UNIT_AGE,UNITDESC,STRAT_UNIT,UNIT_COM,MAP_REF,ROCKTYPE1,ROCKTYPE2,ROCKTYPE3,UNIT_REF
VA,Qts,Qts,Qts;0,VAQts;0,0,,Tabb Formation; Sedgefield Member,Quaternary,"Tabb Formation; Sedgefield Member - Pebbly to bouldery, clayey sand and shelly sand, at altitudes to 30 ft. (top of unit).",,"Coastal PlainFrom expanded explanation (ref. VA002):Sedgefield Member (Johnson, 1976). Pebbly to bouldery, clayey sand and fine to medium, shelly sand that grades upward into sandy and clayey silt; locally channel fill at base of unit includes as much as 50 feet of fine to coarse, cross-bedded sand and clayey silt and peat containing in-situ tree stumps. Sandy bay facies commonly contains Crassostrea biostromes, Mercenaria, Anadara, Polynices, Ensis, and other mollusks.Specimens of the coral Astrangia have yielded estimated uranium-series ages averaging 71,000 ñ 7,000 yrs B.P. (Mixon and others, 1982). Unit constitutes surficial deposit to river and coast-parallel plains (altitude 20-30 feet) bounded on landward side by Suffolk and Harpersville scarps. Thickness is 0 to 50 feet.",VA003,sand,,,VA001VA002VA003
VA,QTu,QTu,QTu;0,VAQTu;0,0,,Quaternary and Tertiary Deposits,Tertiary-Quaternary,Quaternary and Tertiary Deposits - Tabb through Windsor Formations and alluvial/tidal prism deposits.,,"Coastal PlainFrom expanded explanation (ref. VA002):Quaternary and Tertiary deposits, undifferentiated. Tabb through Windsor Formations and alluvial/tidal prism deposits.",VA003,sand,gravel,silt; clay or mud; peat; alluvium,VA001VA002VA003
VA,QTw,QTw,QTw;0,VAQTw;0,0,,Windsor Formation,Tertiary-Quaternary,"Windsor Formation - Interbedded gravel, sand, silt, and clay; at altitudes to 85-95 ft. (top of unit).",,"Coastal PlainFrom expanded explanation (ref. VA002):Windsor Formation (lower Pleistocene or upper Pliocene, Coch, 1968). Gray and yellowish- to reddish-brown sand, gravel, silt, and clay. Constitutes surficial deposits ofextensive plain (altitude 85-95 feet.) seaward of Surry scarp and of coeval, fluvial-estuarine terraces west of scarp. Fining upward sequence beneath plain consists of a basal pebbly sand grading upward into cross-bedded, quartzose sand and massive, clayey silt and silty clay; lower and upper parts of sequence were deposited, respectively, in shallow-marine or open-bay and restricted-bay or lagoonal environments. In terraces west of Surry scarp, fluvial-estuarine deposits comprise muddy, coarse, trough cross-bedded sand and gravel grading upward to sandy silt and clay. Thickness is 0 to 40 feet.",VA003,gravel,sand,silt; clay or mud,VA001VA002VA003
VA,Qwa,Qwa,Qwa;0,VAQwa;0,0,,Wachapreague Formation,Quaternary,"Wachapreague Formation - Coarsening-upward sequence from lower muddy fine-grained sand to upper medium- to coarse-grained gravelly sand, at altitudes from sea level to about 15 ft. (top of unit).",,"Coastal Plain, East of Chesapeake BayFrom expanded explanation (ref. VA002):Wachapreague Formation (upper Pleistocene, Mixon, 1985). Coarsening upward sequence, includes a lower member of clayey and silty, fine to very-fine, gray sand interbedded with clay-silt and an upper member of medium to coarse, gravelly sand. Mollusks, including Mesodesma arctatum and Siliqua costata, and ostracode assemblages dominated by Elofsonella concinna and Muellerina canadensis indicate cooling oceantemperatures during deposition of unit. Pollen assemblage dominated by pine, spruce, birch, and alder suggests cool- to cold-temperate conditions in nearby land areas. Unit is surficial deposit of narrow, arcuate coastal lowland ranging in altitiudefrom sea level, at eastern border with Holocene barrier-lagoon complex, to about 15 feet at toe of ocean-facing scarp forming western boundary. Thickness is 0 to 40 feet..",VA003,sand,,,VA001VA002VA003
VA,rbg,rbg,rbg;0,VArbg;0,0,,Biotite Gneiss,Proterozoic,Biotite gneiss,,"Southeastern PiedmontFrom expanded explanation (ref. VA002):Biotite gneiss. Light-gray, medium- to coarse grained, compositionally-layered and locally migmatitic rocks, include interlayered biotite gneiss, muscovite-biotite gneiss, muscovite-biotite schist, and sillimanite-mica schist; also includes minor interlayers and lenses of granitic gneiss, biotite-amphibole gneiss, amphibolite, garnet-mica schist, calc-silicate granofels, and rare ultramafic rocks. This unit correlates with Raleigh belt rocks in North Carolina (Parker, 1979; Geologic Map of North Carolina, 1985).",VA003,biotite gneiss,,,VA001VA002VA003
VA,ro,ro,ro;0,VAro;0,0,,Red Oak Pluton,Proterozoic,Red Oak pluton - Granite,,"Carolina Slate BeltName changed from Red Oak Granite to Red Oak Pluton by Karen HostettlerFrom expanded explanation (ref. VA002):Red Oak pluton. Light-gray, medium-grained, foliated granite to granodiorite. Mineralogy: quartz + potassium feldspar + plagioclase + biotite; accessory minerals include muscovite, apatite, and zircon. Hydrothermal alteration to sericite, epidote, kaolin, and chlorite is common. Geophysical signature: positive radiometric anomaly. This unit is equivalent in part to the Red Oak granite as defined by Laney (1917) and Horton and others (1993).",VA003,granite,,,VA001VA002VA003
VA,sb,sb,sb;0,VAsb;0,0,,Beach Sand and Dune Sand Deposits,Quaternary,"Beach Sand and Dune Sand Deposits - Fine- to coarse-grained quartz sand, poorly to well-sorted.",,"Coastal PlainAdded Holocene Epoch to age table (Karen Hostettler)From expanded explanation (ref. VA002):Sand (Holocene). Pale-gray to light-yellowish gray, fine to coarse, poorly sorted to well-sorted, shelly in part; contains angular to rounded fragments and whole valves of mollusks. Comprises deposits of coastal barrier islands and narrow beach dune ridges bordering brackish-water marshes of Chesapeake Bay. Thickness is as much as 40 feet.",VA003,beach sand,dune sand,,VA001VA002VA003
VA,sch,sch,sch;0,VAsch;0,0,,Schist,Proterozoic,Schist as exotic blocks within melange units,,Western Piedmont,VA003,schist,,,VA001VA003
VA,Sf,Sf,Sf;0,VASf;0,0,,Falls Run Granite Gneiss,Silurian,Falls Run Granite Gneiss - Granite,,"Cental Virginia Volcanic-Plutonic Belt, Eastern Piedmont.From expanded explanation (ref. VA002):Falls Run Granite Gneiss (Pavlides, 1980). Pink to white, coarse-grained, strongly-foliated hornblende-biotite granite to monzonite gneiss. Mineralogy: microcline + plagioclase + quartz + biotite + muscovite ñ hornblende; apatite, epidote, titanite, and magnetite-ilmenite are accessories; myrmekite is common. The Falls Run has been dated at 410 Ma (U-Pb zircon and Rb-Sr whole-rock; Pavlides and others, 1982); the gneiss intrudes Ta River Metamorphic Suite (Cta) and the Holly Corners Gneiss (CZh).",VA003,granite,,,VA001VA002VA003
VA,Shrc,Shrc,Shrc;0,VAShrc;0,0,,"Hancock, Rose Hill, and Clinch Formations",Silurian,"Hancock, Rose Hill, and Clinch Formations - Limestone and dolomite; dusky-red and green shale and sandstone; and sandstone, shale and conglomerate.",,"Appalachian Plateaus and Valley and Ridge.From expanded explanation (ref. VA002):Hancock, Rose Hill, and Clinch Formations.Hancock Formation (Keith, 1896). Dolomite, limestone, and sandstone. Dolomite, locally calcareous, locally siliceous, light-olive-gray and light-to dark-gray, aphanic to fine-grained, finely-laminated to massive-bedded, locally stromatolitic and vuggy. Lime stone, medium- to dark-gray and bluish-gray, aphanic to fine-grained, laminated to thickbedded, ribbon-banded, mottled, locally emits petroliferous odor when broken. Sandstone, locally calcareous, generally quartzose, medium-grained to pebbly and conglomeratic locally at base of formation; and fine- to medium-grained sandstonelocally interbedded with limestone. The formation grades from dolomite with minor limestone and a basal sandstone in southwestern Lee County (Cayuga Dolomite of Miller and Fuller, 1954) to limestone with an underlying or interbedded dolomite with sandstone partings, and a basal sandstone to the northeast and east (Harris and Miller, 1958; Miller and Roen, 1971). The Hancock Formation ranges from 75 to 225 feet in thickness and correlates with the Tonoloway Limestone. Rose Hill Formation . Refer to description under Skrt.Clinch Formation (Safford, 1856). Quartzarenite and shale. Quartzarenite, very-light gray, olive-gray, and brownish- gray with local grayish-red beds, very-fine-grained tovery-coarse-grained with local conglomeratic zones, thin- to thick-bedded with thin, green ish-gray and dark-gray shale beds and partings in upper part. Shale, light-olive-gray togray ish-green; with thin, very fine- to fine-grained sandstone interbeds in the lower one-third to one-quarter of the unit. Erosional unconformity at base of unit identified in northern Lee County (Mill er and Roen, 1973). The Clinch Formation ranges from 220 to 330 feet in thickness.The Division of Mineral Resources uses the name Clinch Formation for exposures in Lee, Wise, and Scott counties where the lower Silurian rocks include the lower Hagan ShaleMember and the upper Poor Valley Ridge Sand stone Member. The name Tuscarora Formation is used for the lower Silurianquartzitic sandstone unit in all areas northward in the Valley and Ridge of Virginia, including the Clinch Mountain area where the name Clinch Formation was first used, because of similarity between the Tuscarora and the rocks on Clinch Mountain. In the past many geologists used the name Clinch Sandstone in the southern part of the Valley and Ridge of Virginia and the name Tuscarora Formation in the northern part of the Valley and Ridge of Virginia (Butts, 1940) for essentially the same group of quartzitic sandstones. Dennison and Boucot (1974) and Mill er (1976) described the facies change of the lower Silurian Clinch Sandstone of Southwest Virginia from quartzitic sandstones in the Clinch Mountain belt in Scott and Wise Counties to sandstones and shales in the Lee, southwestern Wise, and western Scott counties area.",VA003,shale,siltstone,sandstone; dolostone (dolomite); limestone; conglomerate,VA001VA002VA003
VA,Skrt,Skrt,Skrt;0,VASkrt;0,0,,"Keefer, Rose Hill, and Tuscarora Formations",Silurian,"Keefer, Rose Hill, and Tuscarora Formations - Quartzarenite, dusky-red shale, and sandstone, Some landslides with intact stratigraphic units in Craig County area..",,"Appalachian Plateaus and Valley and Ridge.From expanded explanation (ref. VA002):Keefer Sandstone, and Rose Hill and Tuscarora Formations.Keefer Sandstone (Ulrich, 1911). Sandstone, light-gray, fine-grained, cross-laminated, medium-bedded, very resistant. Thins northward and southwestward from a maximum of over 300 feet in Craig and western Botetourt counties. To the north it appears to interfinger with the Wills Creek and McKenzie Formations. The Keefer is equivalent to the upper portion of the Massanutten Sandstone. (The Keefer Sandstone, as usedin this report, includes all of the quartzarenites with minor Skolithus-bearing red sand stone and minor calcite cemented quartzarenite in the interval above the Rose Hill Formation and below the Tonoloway Limestone in Botetourt, Rockbridge, andAugusta counties between Eagle Rock and Augusta Springs (Lampiris, 1976). Rose Hill Formation (Swartz, 1923). Sandstone, dark grayish-red, fine- to coarse-grained, poorly-sorted, argillaceous; hematite cemented, quartz sandstone interbedded with red or yellowish-green clay shale and greenish-gray, fine-grained sandstone. It is largely siltstone and shale with minor sandstone and thin limonitic iron ore beds in SouthwestVirginia. Conformable with the underlying Tuscarora Formation, the Rose Hill Formation ranges up to 500 feet in thickness in northern and western Virginia but pinches-outin southwest ern Botetourt and Roanoke counties where the Keefer and Tuscarora For ma tions merge. It is present with other Silurian rocks everywhere except in the Massanutten Mountains or where an unconformity exists in exposures eastof Walker Mountain.Tuscarora Formation (Darton and Taff, 1896). Quartzite, quartzarenite, and minor shale. Quartzite, light-gray with few nearly white, porcelaneous beds, fine- to medium-grained,with quartz-pebble conglomerate locally near base, quartz cemented, thick-bedded, and cross-bedded, resistant, cliff- and ledge-former, generally not more than 75 feet thick, comprises entire unit in many areas or is upper member where unconformably overlying a lower quartzarenite and shale member. Quartzarenite, light-yellowish-brown or medium-gray, fine-grained, thin-bedded, ranges in thickness from 0 to 175feet. Shale, light- to medium-brownish-gray, arenaceous, thin interbeds in quartzarenite. Conformably overlies the Juniata Formation in central western Virginia. Where lower member is absent the upper member unconformably overlies the Juniata, Oswego, Martinsburg, or Reedsville Formations or may be conformable with the Juniata Formation in northern Virginia. In southwestern Virginia grayish-red, fine-grained,ferruginous sandstone with lenses of coarse-grained, quartz sandstone and quartz-pebble conglomerate are included in the upper part of the formation. The Tuscarora is equivalent to the Clinch Formation and to the lower part of the Massanutten Sandstone.",VA003,arenite,shale,sandstone,VA001VA002VA003
VA,Sm,Sm,Sm;0,VASm;0,0,,Massanutten Sandstone,Silurian,Massanutten Sandstone - Quartzarenite with lenses of conglomerate.,,"Appalachian Plateaus and Valley and Ridge.From expanded explanation (ref. VA002):Massanutten Sandstone (Geiger and Keith, 1891).Quartzite and sandstone, very-light-gray, fine-grained, well-sorted, locally conglomeratic, thick-bedded and crossbedded, very resistant with minor shale partings in upper part. Thickness ranges from 600 to nearly 1200 feet. Present only in the Massanutten Mountains, the sandstone unconformably overlies the Martinsburg Formation and is a lateral equivalent to the Tuscarora, and Rose Hill Formations, and Keefer Sandstone (Perry, 1977).",VA003,arenite,quartzite,conglomerate,VA001VA002VA003
